Country or Area,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970
Mali,744.346096636929,842.11441752076,798.318420259219,772.249867365998,829.849206494296,704.064590220276,692.842691823166,685.547859336507,592.016943963938,518.394419676982,484.810574924092,436.435798224227,389.077351440933,331.805200275601,304.612985798574,267.416444355156,320.351038261654,327.2530484567,310.463825646018,328.683761277157,328.578074143697,259.673365419148,361.237781228328,372.632578951912,336.080228134788,351.879130314325,296.259500671516,300.218395112853,294.436376480756,252.50805358396,175.824249194308,163.990032069971,170.186813070651,197.743570308827,230.025909858804,254.445452213585,222.434364148411,179.147339156324,157.313593906084,137.553239723476,118.198242592252,80.8165194520944,87.6587061037834,77.0128001490216,69.2268161087508,58.8371387978813
Malta,23280.6804337805,25703.9317734428,24440.4788044396,22286.8226815199,23080.4331637226,21211.6059620995,20825.9077645755,22090.6959280494,19674.6006923769,16961.8560544734,16099.7511578667,15309.494414999,13785.056149052,11420.5980523027,10444.8773441695,10468.8791915659,10642.3088722853,10411.8993525531,9969.35154767099,10133.3077958518,9928.60669032759,8401.44847705146,7659.39300349826,8622.45659158165,7920.97170829529,7406.88815827984,6219.93247039605,5986.48235541175,5242.83661482255,4340.18443215417,3416.97934407641,3405.90894288084,3645.24465078891,3905.16889934277,3978.22328127141,4042.13284343715,3269.21085422448,2614.69043514994,2077.39426241153,1765.24796067704,1595.8986891858,1269.9607730183,1170.49800745978,1001.2347640321,898.55419589061,851.888175535775
Marshall Islands,3452.58181269224,3529.74830806458,3602.85393854431,3502.26069536487,3290.02917721399,3124.34344243534,2907.63146728847,2925.90048064955,2878.46488031303,2758.38293010753,2646.97374082754,2521.36165840919,2439.86737023889,2393.84808573455,2208.1135022229,2127.49897432948,2073.37764037176,2093.30364777936,2055.78310153394,2176.61791544254,2378.06293610349,2156.28813492299,2005.29984815792,1860.91170871978,1717.38231472123,1674.27109936575,1603.54419051361,1618.90443229013,1507.98875391478,1405.38594134766,1155.11345020087,1245.83274537151,1207.33580742227,1057.08483830323,981.445743846998,881.413949838135,876.345322273593,789.187682664883,742.431270476884,690.021808731026,658.471149335418,625.874959243561,499.715912969283,450.524216651746,431.724354763022,416.00504976222
Mauritania,1234.99991396683,1434.45391390535,1529.48218100762,1385.00468177818,1402.66912858726,1207.82745749005,1045.79040848219,1180.54951406282,1008.55501664283,937.98327594092,692.575965389969,616.374486673925,525.458774255315,459.125433240489,463.271297650071,477.113580085449,534.510801439071,564.713093368305,667.319391407201,707.355720791188,720.144397346873,703.95414658589,683.78007495429,823.584849565393,836.069795942411,801.763401592795,787.598828470102,793.344513228573,774.609473034353,702.268575268208,614.101643087311,673.462430962182,796.214431486758,805.863211093439,915.295843658996,974.920622615512,717.270767966852,591.521897003368,618.680854840413,619.298767472041,571.094496482246,486.287136369816,368.499023264251,333.309178290508,293.642170304111,281.97647764883
Mauritius,9040.87634843459,9942.67753664487,9443.04181903827,9095.88307545128,8988.0461955774,7787.37818605653,7107.794047837,7787.54108252339,6319.61275373339,5482.98402086678,5309.89766759394,5410.95427031259,4810.3380743101,4027.93419814146,3864.18446420015,3934.81340006201,3694.96515700674,3622.08745347277,3672.60599179735,3919.69881282157,3625.44628092945,3239.95267635455,3009.22397139462,3017.95931328059,2626.14356149087,2480.81503402875,2073.77425962984,2044.23998727359,1821.19725943551,1465.12952925376,1085.73246284145,1058.45430720525,1118.89155114651,1117.60169506705,1197.01257351054,1200.67624279598,1302.99624522259,1109.57872678463,915.173807907832,795.560957880053,651.056622030621,657.94633616448,402.010868827988,325.655638425389,263.671264912094,238.163909105421
Mexico,8980.86215568429,10325.6847387445,10172.7292270154,9703.4019035298,9715.09309436536,8851.34475873536,7647.69912866068,9578.55663320188,9219.82464927413,8666.30241968413,7879.96502817953,7112.69885700825,6673.51160681101,6860.31552189851,6661.72552690506,6308.31145021695,5299.55788716975,4718.59604094513,4571.18556047595,3858.40621527875,3384.1050038065,5070.62030038673,4953.74201034628,4556.49344680383,4019.99828459636,3426.7082355263,2967.67791295546,2487.25600698884,2072.7129953785,1952.36455093299,2840.8401228207,2761.14808899231,2390.94769635888,2850.87255277017,4194.48039510043,3344.6692109404,2473.03676953625,1935.10144980784,1584.67842745442,1766.27932506784,1799.18846700949,1515.89522349706,1200.79157757711,1013.40878913294,908.151318550769,850.120397900143
Micronesia (Federated States of),3015.23071031974,3056.93744954058,3049.26820802561,3154.00517794351,3005.99172755035,2866.54957102462,2698.06946835833,2522.48449345279,2447.69699276742,2402.60219530659,2360.15744175973,2257.22730471499,2292.93050666567,2257.12296346148,2238.55766539143,2170.59379130597,2045.95661731968,2028.70234487601,1905.2575249295,2018.78375883775,2062.6819889174,2014.95422272929,1987.74257482898,1864.67084763144,1780.36437246964,1639.14004837487,1535.74730845671,1492.06694196914,1379.63209810717,1353.07226997771,1261.53882061875,1078.78234545061,1105.62978755051,1087.66670510012,1074.71310063343,932.896747844916,905.99370659107,834.108148517319,758.857842988958,771.079148870078,774.553051658062,782.43937769099,592.858578561223,427.298211820604,371.95952147101,343.2886884899
Monaco,165870.605914082,187649.795491031,174635.67054736,153541.784174322,163508.804613461,145538.052490083,149993.20153023,181264.396469763,167439.744185035,133280.367972245,124318.975508502,121524.322035283,106941.589111084,87653.9878658503,81459.817658736,81357.2857054566,89995.1564188576,91428.4692224437,89175.4649975276,99416.4077182297,100011.806605783,87872.0585931156,84180.3795587047,89965.8596281337,82116.5502442551,82624.6550620911,67023.5300199107,66764.7198082435,61356.2340136434,50858.801600519,36722.7499824179,35629.7635670002,38140.081015159,40510.4767670415,43362.0047268688,50170.7506857435,44508.15832044,37155.3242119455,30407.9324753822,27906.895081078,27398.7483326785,22004.261455932,20709.7555572745,16198.7407711075,13392.8018558581,12096.7513044135
Mongolia,3973.43990084485,4201.73769163272,4400.61450253722,4377.2388701043,3772.93154737414,2650.34688489059,1990.93983922378,2479.438950406,1893.90324371986,1547.2382586368,1158.13181754433,925.155179163636,749.16989683788,662.696393784892,607.605287661283,549.849634345732,518.701417782018,560.378813731069,612.73647685146,691.066633254633,730.018182331429,678.55014859966,654.429915237328,664.794741676464,726.468424827471,786.699781449265,793.893993511958,751.519644750468,709.984686794362,687.927332704842,633.689239764495,596.827188236106,558.474781402688,520.84884555387,464.256706324894,401.97389943932,355.513828604807,323.301679436971,288.464468747521,258.845047289728,242.732377326754,214.551366743794,194.451068019035,174.404214392608,166.186916588899,155.584319711335
Montenegro,6424.08775710508,7336.96328190342,7147.22921273145,6552.3263983852,7285.38534485829,6654.76663808376,6713.87096265905,7341.30319427217,5969.7859044302,4394.85734506737,3685.98457018596,3391.65637499676,2792.68071194939,2100.4416405882,1902.30230857012,1610.80717530125,1361.1439994494,1393.62207212582,1369.03380812093,1410.20292534254,1958.20466317542,1364.12730748882,1324.86350289184,2399.89740475551,2848.65344093825,3491.27928033304,,,,,,,,,,,,,,,,,,,,
Montserrat,11553.3875338753,11579.3453445593,11748.9996415535,12431.3378985347,12757.8610054076,11207.5734122978,12069.0174123738,11703.0996337826,11061.8597320725,10647.2885098839,10231.1228959753,9491.68759717737,9231.11309789897,9100.60162973117,7976.3226045135,7251.96544405584,6397.61953210986,5665.13472382417,5355.53977977003,5858.42141234568,6728.60448701242,6823.01207150978,6164.8787421281,6204.35969868173,5978.53252397617,7025.92440773175,5903.58251280572,5202.61905004812,4537.90445780746,4137.70534640873,3850.08869266618,3638.35510842315,3369.05401912639,3135.96765291222,2809.63319268636,2375.5938697318,1608.03765416593,1330.94079911568,1167.9407282756,1064.49476507179,1221.10629835801,1083.07572872811,993.098055106814,894.475040518807,773.56181867428,669.9809968527
Morocco,2919.32275530741,3243.06189021651,3205.57854926336,2979.17988704297,3116.03650976997,2903.2633517738,2929.13269428948,2950.72900124394,2548.77793560975,2247.25818784881,2058.37604296129,1988.43254056798,1756.0049606358,1437.88932075828,1355.14617434272,1343.69814578328,1458.23176940708,1486.3715370698,1404.43416518859,1561.03795900022,1425.81034699305,1332.31305774326,1195.84525169022,1291.39968636123,1286.20133977001,1215.21209349299,1095.35632138162,1078.88742283701,931.99894046788,861.909093521961,668.752408325308,677.562598468496,758.35662887431,859.459025665126,872.359044141186,1100.89662929841,953.362626303188,812.202993224883,694.170084125517,616.234510534827,590.813416689716,515.938701859224,428.562440642103,356.592600225473,303.280214573199,289.587484108115
Mozambique,529.211609852332,623.198181094288,605.234720952044,593.220537575993,524.891400125341,417.501750410082,461.422967483701,499.884796882115,418.90985911591,382.37827188085,365.597404841236,332.882285525646,280.872952123611,260.044148467848,253.662664193716,274.655353682146,298.329446234743,281.408070587332,250.5366695324,214.72638909441,161.613800969401,163.345820334228,165.29207697499,164.506523553588,237.891462786392,263.621262546094,243.608730897434,226.420139226707,265.371352123417,453.224644020638,438.957010906295,471.360764519539,422.207591913641,463.379024142401,451.514574027871,480.052028080781,500.298285182499,489.10047608813,481.599093536385,489.510982500556,552.45567877505,547.470247159658,536.214889209115,465.783151237642,425.313401782801,390.556090144747
Myanmar,1161.4832340637,1240.70909066696,1172.80173125269,1161.19695669153,1110.56155806337,801.131050551383,641.132740802202,506.847758346813,359.624296036106,275.075526771695,238.689592180924,206.802749277252,201.922943508887,212.96249461394,158.394216258387,152.619212674696,139.589313356459,127.411483741001,197.033888093184,185.805575661778,173.65333285184,161.197033428846,148.611082557705,138.527369985315,125.067748463551,123.518684529777,117.605512641062,110.962107884875,123.071817272336,127.360224238208,171.557799987504,171.106715512806,169.534161377412,168.210156664485,168.329305888827,171.310568376622,159.314809506702,142.196751505739,130.425841781786,130.323540006101,120.106095953106,133.002384260091,113.692116748452,89.5518960283842,99.0539538001619,99.11008191851
Namibia,4673.55593497493,5349.46957718992,5417.82496526791,5679.90357970008,5539.59064253453,5143.11524536385,4123.95257623336,4011.28984149195,4195.95723527211,3814.65967954072,3513.20615360164,3235.7835265953,2489.88411309046,1716.87171778607,1836.77431376068,2059.37477753041,2087.12163524446,2150.098907437,2367.51946379547,2344.2188116401,2424.73306929315,2319.12339834278,2090.03390286709,2135.0696981887,1939.29425148398,1892.79259701758,1825.31982290082,1873.44881644659,1784.03511397277,1460.00689150069,1337.6377633466,1673.72677816852,2060.82614185611,1993.85491685546,2219.76174701844,2500.07825261601,1792.20569075277,1481.6765352587,1314.12569521016,1209.36410237986,1291.16573880148,1243.7688993521,1048.53505745586,853.248596668623,878.776118512277,810.636166155055
Nauru,18469.2190352661,17856.785571782,15099.8842077089,11965.7430157371,8551.12579775526,6233.86615815402,5409.17244044031,4135.14460219761,2293.95221290368,2513.81784941906,2599.40815384635,2731.40254912212,2387.19220753841,1892.48847770001,1893.6490810814,2162.56188841978,2446.97350175952,2386.95464920027,3075.24807005453,3363.65051348538,3496.01831459282,3719.75571279428,3787.28762280578,4468.97476852005,4868.77562891998,5377.38112031289,5089.74975289918,4922.56280779172,4336.84321901862,3989.79497094985,4042.96504531713,5006.73644421831,5185.04608941169,5500.78258638227,5882.29182932487,5596.53711643836,5165.44424991558,5062.50665062916,4720.35675858957,4767.48873595151,4750.33603500151,4792.96745254529,3743.43800350243,2941.93122866312,2543.63148537631,2363.81480017892
Nepal,724.506419334003,700.556991553105,654.831862945039,651.886962837321,679.463744088086,605.776791548658,479.07290954494,444.139784120746,420.462324730766,348.516481743289,323.788718341028,289.128604221437,259.950858877874,240.634433010683,244.021398331091,241.379322453142,230.790264148965,214.079795890922,231.800694207819,215.20328072735,211.978825778717,207.613689088309,186.443693149792,190.066396751112,180.304333475188,201.699348121974,192.764375646281,198.435170170391,179.841117176692,164.891729255799,163.989159788982,157.258166718335,156.090470271821,161.058394778245,155.839916319152,140.301686407998,136.549201341051,122.928771246479,106.661045273479,109.771817830839,121.442150946107,111.886267869063,89.7169326035917,98.5602584079731,86.7315201005818,86.8243117365818
Netherlands,44332.1243359755,52148.0935003033,51559.9919952716,49491.3770457274,53550.9061519372,50289.2924083478,51756.9942257715,56674.9826856462,50985.5459067617,44302.6174508192,41546.1422582061,40026.1511972796,35369.9813550846,28948.6012749778,26686.6894374865,25972.475619575,27960.3240188443,27509.0044243226,26360.5368712925,28667.8589242155,28899.1102083915,24387.971153204,22903.6264548182,23687.3855753377,21526.7146255538,21070.1952004036,17212.0493101524,17561.1736438422,16529.9875955554,13628.097758231,9813.10750240079,9868.45777645953,10574.3727668038,10975.6495734162,11426.012116279,13661.2345963266,12653.8356420683,11122.4677256373,9158.47435579464,7900.08908844043,7299.91010256275,6253.15357180681,5336.54577763944,4079.37929436753,3358.512158424,2906.1572281893
New Caledonia,33965.6714246991,39398.4553102516,38436.8479679004,37160.4140804482,41392.1724266677,37976.1001452218,35693.1476149865,37725.0430789763,37346.2655766935,30019.2420525052,27269.8320900728,26146.118081987,22150.6688890533,17099.0510817763,15403.4178995344,16245.6620205718,17702.7425569859,17615.6716861251,17921.087803164,18643.4581249909,19178.0075420595,16435.9535992496,15631.5077274198,16583.7640830326,15404.4176079562,15008.220370701,13232.4213874514,12792.541096255,9348.49326436418,7676.07807436335,5553.34505522024,5257.09536880111,5529.69293537191,6170.86806477397,6757.60230626618,8335.0762306861,7504.57340872957,6165.18150469852,6217.95031184047,6058.93799748532,6369.3467009546,5192.30657611723,4569.42182072189,4464.73506663419,3997.73295321091,3602.1291174268
New Zealand,38294.2599628371,44207.3869171996,42447.8035502469,39815.4356438599,38247.8485536884,33550.6810871919,28028.9886806783,31100.5957155815,32401.5825277989,26652.9337152183,27745.8874545601,25116.6090584996,20871.7839698297,15781.337520312,13849.5788497311,14111.0762263345,15695.8120230027,15112.8577600282,18470.2174358323,18694.6566918631,17184.5973289634,14783.7193295357,12805.4104287971,12007.9700069866,12721.6028543354,13374.4625442471,13282.603931845,13885.5987623887,11616.867645798,9206.85109344136,7376.48539932539,7384.32675248859,7739.49588043585,7866.34746578202,7956.02462834211,7424.95454773329,6696.7648513804,5901.68866513135,4869.76150369566,4472.55279571079,4484.18648133013,4687.44702243483,4249.09529667119,3295.45065994556,2764.00766433542,2303.88631373766
Nicaragua,2086.8915619448,1960.49088001535,1829.02764018239,1776.21199455965,1679.75040121161,1523.47799594138,1478.97270759432,1517.8038924629,1350.58677139143,1245.14221048532,1175.11437327849,1091.00880813254,1015.52369406727,1010.05295526119,1049.20887889382,1016.47078390095,981.082598109532,951.889651701759,917.130269433046,916.464778068883,895.848421581719,854.168119267389,936.854480772845,897.545043408716,865.294418322981,860.611177568512,848.625292716724,849.495036740982,958.120706666004,962.238613426875,975.471252913863,1009.92854295459,1016.47303406312,959.899078927889,936.566891583938,836.21052324222,714.992487634919,1029.11636774637,1109.61831733633,943.884065784854,837.774442930164,826.230244841043,612.694972223301,508.93503730636,492.472989023444,477.078316039454
Niger,358.958147487355,431.38172326364,417.67016739296,393.643380712837,378.200535279555,351.006079127929,344.375647852767,358.191293042498,294.855192892261,260.563901866146,249.825608529253,222.914960647385,210.798201429761,177.595032157983,161.539604823056,153.864672000039,182.929639198811,192.875454122587,175.078656836754,197.131079749288,190.811668580631,163.380504055126,273.453007072685,308.098926122625,306.483880097864,333.402317174957,289.651295621636,319.755716311602,316.642123434594,281.561708868666,223.87366373408,233.437856062816,296.083842252247,340.430903020446,383.790854882549,452.346820853043,381.923559425172,300.153633531825,228.17280819624,198.873107134706,172.918936787966,139.668336651492,125.079403385359,120.667447420021,98.9372745393725,94.906281537212
Nigeria,2714.4746330941,3203.24344156614,2979.84367707148,2739.83956379631,2528.50672856381,2314.96315186579,1755.95015798177,2214.06873156483,1818.95296659639,1631.75452467768,1292.88968506263,1038.42689380318,820.586936249926,735.521785148356,563.239303665542,607.042991932566,481.383568381123,483.865028136134,477.3501311236,467.667064013816,452.202713189855,445.080669375548,549.364076409517,577.373355982827,652.49033981393,714.607939043848,649.759059156722,737.946850189928,631.490229163927,1049.73113636135,2131.31474722501,2203.56074075639,2277.59502690061,2321.21268513478,2424.21073582348,2693.41715048685,2136.54301242443,1819.1006830272,1680.67374520563,1488.50014713269,1256.01207216962,1014.99422275144,643.187461364498,573.666263206265,483.032706319563,426.177892757424
Norway,74185.5482355888,96803.157630779,102832.960443391,101567.87178734,100557.587329912,87610.9332076595,79990.1024559055,96811.0515856182,84995.0203306635,74012.2343557449,66759.5538994376,57603.465892292,50154.4740366193,43069.986434016,38539.9155263743,38141.3965976401,36334.4354545329,34721.0554724644,36563.7631002414,37282.1247267921,34870.6043362467,29330.645323688,27979.025693789,30530.369945486,28592.4852384657,28250.0689064331,24323.5007004414,24263.0860959029,22536.0938035495,18897.6159615811,15769.296998496,15012.2868715406,14956.7352142726,15251.253389786,15529.6248329195,15784.1181003559,13055.891221484,11469.5077141214,10269.7173056051,8929.07055280498,8206.62243052803,6813.17026793768,5690.8591504037,4413.60896005822,3734.70863257189,3306.27552289055
Oman,15550.8500020055,19129.660035049,20204.862967601,21631.9643167569,21164.0926940916,19920.6156159946,17518.8575813365,22963.4237313985,16225.6884781675,14575.1270696901,12398.621130443,10115.0942291748,9070.45196526999,8670.25230866708,8559.55915364689,8685.33557772524,6979.25549178206,6260.72429708093,7031.047519303,6806.43614483934,6227.61141546956,5971.30473064129,5979.3409765683,6219.59297169457,5927.04387759841,6376.94114301528,5320.70822206497,4939.24939130466,5265.35568195698,5211.77235623394,6860.99673762043,6467.2114313945,6170.1515963892,6156.65809414137,6187.28859273847,5419.39530857818,3581.65991170192,2779.59536060022,2935.61313358588,2890.7300746795,2489.21002294276,2047.09965635656,626.83775227884,494.845995631564,421.009370429204,370.808065826122
Pakistan,1410.39271979117,1339.96512041786,1215.29807494095,1209.98327595096,1218.81732427633,1026.25207512988,970.07373365006,926.365838952644,952.157582204615,870.916692690449,767.548127108059,694.438876278644,617.926490058701,556.957598036126,518.599433109621,555.990348091933,575.470780461882,589.987212576369,600.675283558315,612.579167310523,630.230423728658,559.692891001375,532.975447770383,554.132130372964,505.930326751904,480.134815110159,469.720864134881,484.667431928179,438.579406331,425.365660624644,421.421742228901,439.104053794832,421.954118737465,429.726374732975,456.305371677078,396.996156182419,341.346174292164,318.811736975861,279.330965666151,250.718412344426,220.318409645528,179.742441478322,140.31422736543,134.524106911441,234.137124976409,226.171510185231
Palau,12122.4930721901,11091.6244015737,10451.0253836225,9818.8475621507,9123.55624575366,9084.02540302882,9599.88202909949,9720.91758540565,9695.29774331444,9680.44173495902,9037.0221530115,8273.16334259025,8255.07614213198,8218.3908045977,7832.14801071944,7621.34087827266,7328.94469753152,7721.40347657093,7615.96910003862,7455.00090421023,6728.92512315271,6059.51853614996,5588.24926578561,6241.87422926891,5992.07956822442,5633.32884883027,5056.68147947433,4525.6142906455,4043.5496944581,3615.74016592762,3241.11607533947,2915.90314860519,2630.74076066078,2455.35406962975,2281.53791488331,2104.09920472247,1922.34583986147,1742.76388774586,1573.50224948875,1429.50545424943,1305.37899022801,1196.40336203362,1102.93158987132,1021.00725554712,946.359471516815,875.471823011933
Panama,13268.1137548894,12712.4313235691,11786.633173073,10672.3589548051,9335.69161719825,7987.0523062246,7471.34442564915,7008.9845850391,6095.28077232479,5072.21926241639,4659.02308949987,4348.66348669007,4038.45607399943,3902.53147490021,3825.0833282851,3836.76307494409,3857.08942146184,3755.05386958707,3534.88349267143,3335.46225282619,3302.22429947501,3297.01362199559,3155.63999009325,2949.33623846264,2648.38537738897,2459.11702866439,2310.13574415466,2353.44660820037,2690.59239127622,2666.35363849108,2579.74669576925,2473.71179568513,2393.37075653549,2330.86097282694,2253.33379690965,2048.97545660592,1647.10102148097,1474.84341239502,1275.50371994809,1234.16854486257,1192.84153173907,1093.90059050148,983.703667971767,884.320055229548,827.827492506292,754.850238235811
Papua New Guinea,2797.55333403895,2975.41195443793,2892.99149957673,2972.51860937746,2564.34377787915,2074.44378000362,1725.53691214944,1765.81191952626,1477.79499249441,1331.9497215256,1201.31410163593,1056.5761249239,963.459164920775,810.129378469365,836.238583116634,978.481520349867,985.378876119894,1108.53187782363,1488.90562797626,1599.22688692849,1542.27020404935,1787.79912499555,1668.67418500271,1505.51881635619,1362.50701730754,1187.42678978281,1339.77541097467,1415.01958297969,1246.71351202907,1076.20521607249,1001.00140400008,1086.33124391231,1127.144514998,1162.1930990413,1259.7722490366,1319.20142320939,1220.93052859629,1089.89212941928,921.222511879739,859.560407082315,821.368106843373,914.184435984413,831.119767631198,565.729425020761,486.58950709887,448.08555083673
Paraguay,4174.3640336939,4712.87024057153,4479.95508673465,3855.57218546178,3988.0246142589,3228.32777882303,2600.21536305216,3059.86225307508,2312.20537169948,1809.72477857122,1507.14594295387,1408.52810128605,1174.77994563814,1148.2293832962,1192.19011815256,1338.06843571898,1404.84465831723,1555.35387296538,1781.40269586624,1797.14675089784,1694.15795627408,1492.30221742346,1337.64232021263,1285.15321343979,1277.31540950095,1104.14357686696,939.568491273147,1335.19891930257,1031.22577209846,1264.83213287377,1093.97839649247,1319.17492841029,1655.65251083344,1535.47110753654,1519.40390215162,1235.91707786129,975.793908790257,750.878343190348,629.883088934988,524.693819529264,478.586034340118,432.696245838774,330.865866233492,261.727299220966,231.649729287151,212.395019524352
Peru,6069.09132427143,6537.62051387178,6576.80433134446,6387.8601120606,5771.58488405032,5022.44908805762,4167.04218597926,4211.01485567537,3612.30785233043,3172.0461919075,2755.49785329696,2448.59272702031,2180.71051101616,2059.89596390227,1981.95927781835,1996.66278442959,1964.08775900033,2202.01055967388,2341.92319029691,2261.52828879582,2220.21234148273,1890.94472923419,1494.24419343286,1578.22755682769,1541.72745055017,1334.09676232734,1626.38787228683,1478.27192642092,1730.35898623173,1080.43201280021,743.386966366905,881.123782743711,860.28659339813,1134.99957487077,1142.86825669337,959.001156201481,739.369542044689,594.068200492867,710.502264953018,809.428229863646,871.472145127627,732.71146641254,596.610036921821,512.219115858257,474.492981109659,436.926673097871
Philippines,2904.17945325133,2873.09114610505,2786.01569653019,2604.6563158585,2371.85151466803,2145.24174099312,1836.87458556187,1929.13344960413,1678.85228748882,1395.21335072932,1196.53999150804,1080.08589507807,1011.28602479392,1000.77840801221,958.010645277041,1039.6959545723,1087.95879122644,967.192455517651,1249.04806447452,1284.90811316975,1175.92086035952,1040.48269895133,903.720190297535,901.910366779642,792.324413739852,792.530827377759,781.09686114053,713.327933791427,641.73435282034,593.01846418965,626.838063550591,658.152208142557,715.138734529882,821.865504825424,810.722270453601,758.56174938578,660.772865556467,560.728539342001,498.72951049191,446.145172984688,399.6181015081,380.297169755004,286.262964742563,234.216632360439,222.754415750477,207.043219992144
Poland,12355.4594338955,14115.798693194,13574.1186641764,12959.1023662513,13702.0514077375,12425.7959899509,11407.8677298298,13855.8374509702,11144.2034306992,8959.57272744584,7958.88671973181,6633.79212954132,5656.89223708956,5166.55855357698,4952.90838438543,4466.17536609566,4406.48421297814,4523.59940380967,4124.03790167379,4143.61672512651,3683.11598568033,2874.56265685729,2499.74411115535,2457.72049405814,2234.00863076136,1727.38061250816,2229.46557784147,1871.32401052129,1743.38947617671,2024.71179375592,1956.27968135685,2118.48915246545,2134.49268104088,1863.58046717647,1549.78843636111,1651.84601123357,2165.52583259358,1952.93639041644,1740.386063017,1583.33318684766,1432.70323094912,1357.12631467993,1219.57306715336,1038.59258188257,946.747042060518,861.658657545308
Portugal,19239.1764751803,22074.8173869676,21613.7314786076,20577.0660415017,23193.2202192908,22513.6620833377,23014.6442851148,24771.2915679774,22762.1980789811,19831.2266542515,18826.1455684979,18117.9446952454,15857.0061105276,12954.4914689683,11777.0678830187,11515.0961183067,12450.3720196966,12157.6635060501,11521.2740828118,12118.1531876356,11721.2569092308,9936.83710003091,9514.82303203586,10822.2803699364,9006.00817845784,7959.90760252887,6129.28041511556,5693.95304291483,4861.31818569678,3903.90611079248,2731.15518488821,2541.9268555053,2750.67790328317,3092.21540090037,3255.34163039324,3372.26545932403,2753.92502695372,2457.3768851857,2270.78605917278,2183.44441360749,2107.15940649301,1933.66833969445,1691.45029062312,1276.02941496589,1055.89071974877,935.231296576593
Puerto Rico,27939.0036701402,27692.4262115162,27759.7815634407,27482.0776940823,27107.4503842115,26520.2224132544,25920.747575685,25116.9890717213,23946.2154969749,23275.8071213523,22310.9038927794,21287.6767440116,20046.6803982245,19139.7526346885,18471.6959974375,16478.6801003218,15488.7152703912,14549.1494809426,13042.1810441052,12361.5930369738,11721.0100500075,11004.8717484814,10335.5113670869,9790.41551328632,9218.65267928489,8821.57109952746,8221.18583345905,7678.37899654984,7061.73755455917,6552.19548371082,6105.61204274309,5821.74373631246,5301.46213821032,5199.79485588142,5008.59932883392,4592.30253812776,4116.79426479017,3664.28513838252,3309.50494089336,3048.32076262807,2835.40842761701,2704.23358490212,2506.19352155042,2302.52863525261,2085.38599108797,1884.13172717084
Qatar,73653.3944346574,94944.0855935367,94574.2550534469,92692.6433122033,88050.8118217893,70023.3343249927,60729.4662766792,81998.2724993972,66804.3997284613,60857.4128680673,52571.4906012971,42828.9915642781,34800.6151162899,30158.7228591931,28235.791426523,29568.7313499539,21458.3005308663,18469.9321710228,21133.120439488,17487.2191014251,16048.6144961842,14714.5232701843,14368.5874491882,15428.3703492934,14189.4822320454,15447.5958185678,14010.892899681,13562.7720684425,12865.7717826375,12685.6443667297,16582.5319232619,20130.7105217211,20967.9707176492,27453.5017722955,34962.3970478488,35035.2755631401,27445.2016712665,20475.9428530749,19243.6108769189,18452.6328273306,15027.5612202672,12598.8464680024,10576.6236321187,7900.65645475667,5983.78691292885,4929.48437980627
Republic of Korea,27396.6788443588,28184.7381763584,26192.3757164261,24649.1722987142,24362.7278649387,22295.7513964687,18479.6092384039,20660.1184823774,23289.6537078348,21122.3953291085,18866.1052935663,16163.8601615532,14465.8017898142,13021.7307671898,11465.3374577216,12154.9381757982,10569.9735328589,8207.14428002313,12311.2868592815,13300.6870278208,12454.4509466535,10274.6804248748,8773.3753611037,8008.81706049481,7512.50919753036,6500.65298322146,5723.77025723922,4680.15706704915,3513.81331556681,2813.88366035983,2475.76175642138,2420.21836451347,2214.62499627654,2011.40692714548,1903.62419908418,1735.07799293136,1804.51626410376,1422.05836477601,1067.89615937559,843.828760022076,625.261524377519,571.454386781327,413.988858033121,330.961187667342,308.217030919976,286.264833795387
Republic of Moldova,1591.35761751443,1960.35299634926,1960.22963238149,1787.75563691877,1720.33452164082,1422.85385787795,1328.04746196176,1472.76446069025,1066.04857255372,822.333005369046,718.745334843491,623.548151229815,474.766719192994,397.956691089919,353.8071569219,306.66931258554,277.37745170673,399.337946056913,450.085504864413,392.489489432601,407.218808631928,403.205797041951,569.888802910246,562.497520388603,775.417646723042,911.428197216694,,,,,,,,,,,,,,,,,,,,
Romania,9120.65069024344,10143.0107536705,9676.99748691625,8606.92076389298,9216.65570736639,8276.23970525241,8162.81960433001,10037.0452646463,8176.48191359275,5825.4171845866,4657.18480060526,3532.13684675055,2755.99914240153,2113.03231980715,1852.19121857367,1691.91856785119,1623.40529615472,1869.11707238006,1583.45077014308,1629.863329281,1639.74576794037,1380.88023612562,1203.16583029612,889.0934957345,1305.70810672964,1728.07801201957,2424.41452712696,2728.68946087788,2649.93510152038,2380.58276144743,2196.27623215542,1773.25389438552,2076.6628492016,2259.01545367087,1945.69197152825,1612.79741945604,1575.87046427359,1471.96849313997,1259.65436048008,1176.3109375877,1056.8458186135,990.851724486436,955.69960584962,829.649315337494,726.71614287319,619.00071844345
